0.569444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.847222	0.983333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.875000	0.983333	0.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.909722	0.991667	0.991667	0.875000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.916667	0.991667	1.000000	0.966667	0.958333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.930556	0.991667	1.000000	0.975000	0.966667	0.958333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.923611	0.991667	1.000000	0.983333	0.966667	0.966667	0.941667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.923611	1.000000	1.000000	0.983333	0.966667	0.983333	0.975000	0.941667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.923611	1.000000	1.000000	0.991667	0.983333	0.991667	0.966667	0.958333	0.983333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.930556	1.000000	1.000000	0.991667	0.975000	0.991667	0.950000	0.958333	0.983333	0.966667	0.000000	0.000000	0.000000	0.000000	0.000000
0.937500	1.000000	1.000000	0.991667	0.983333	0.991667	0.975000	0.966667	0.991667	0.975000	0.833333	0.000000	0.000000	0.000000	0.000000
0.951389	1.000000	1.000000	1.000000	0.975000	0.991667	0.975000	0.966667	0.991667	0.975000	0.825000	0.966667	0.000000	0.000000	0.000000
0.951389	1.000000	1.000000	1.000000	0.975000	0.991667	0.966667	0.966667	0.991667	0.975000	0.875000	0.991667	0.933333	0.000000	0.000000
0.951389	1.000000	1.000000	0.991667	0.975000	1.000000	0.983333	0.966667	0.991667	0.975000	0.866667	1.000000	0.941667	0.925000	0.000000
0.958333	1.000000	1.000000	1.000000	0.975000	0.991667	0.975000	0.966667	0.991667	0.975000	0.883333	1.000000	0.941667	0.950000	0.991667
