0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.229167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.020833	-0.075000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.069444	0.025000	-0.233333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.055556	-0.041667	-0.016667	-0.141667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.033333	0.016667	0.066667	-0.033333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.034722	-0.033333	0.016667	0.100000	-0.025000	-0.075000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.027778	0.083333	0.108333	0.066667	0.033333	0.008333	-0.083333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.041667	0.008333	0.025000	-0.025000	0.050000	-0.016667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.048611	0.000000	0.000000	0.008333	0.008333	0.000000	0.050000	-0.091667	0.008333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.027778	0.000000	0.000000	0.016667	0.008333	0.025000	0.075000	-0.075000	-0.108333	-0.008333	0.000000	0.000000	0.000000	0.000000	0.000000
0.125000	0.050000	0.008333	0.008333	0.000000	-0.016667	0.116667	0.091667	0.025000	-0.033333	0.016667	0.000000	0.000000	0.000000	0.000000
0.048611	0.008333	0.000000	0.016667	0.016667	-0.008333	0.108333	0.075000	-0.025000	-0.025000	-0.075000	-0.066667	0.000000	0.000000	0.000000
0.097222	0.016667	0.033333	0.008333	0.008333	0.041667	0.100000	0.083333	-0.016667	0.058333	0.000000	-0.033333	-0.066667	0.000000	0.000000
0.041667	0.016667	0.008333	0.000000	0.000000	0.058333	0.100000	0.058333	0.033333	0.016667	-0.050000	0.083333	-0.041667	0.000000	0.000000
