0.562500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.777778	0.516667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.819444	0.633333	0.775000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.791667	0.791667	0.775000	0.508333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.826389	0.741667	0.791667	0.741667	0.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.819444	0.758333	0.816667	0.808333	0.933333	0.775000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.833333	0.758333	0.825000	0.808333	0.958333	0.816667	0.766667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.826389	0.791667	0.825000	0.800000	0.958333	0.800000	0.750000	0.733333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.868056	0.741667	0.800000	0.808333	0.958333	0.891667	0.816667	0.800000	0.758333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.770833	0.750000	0.816667	0.791667	0.975000	0.866667	0.733333	0.858333	0.758333	0.858333	0.000000	0.000000	0.000000	0.000000	0.000000
0.791667	0.808333	0.816667	0.766667	0.966667	0.908333	0.800000	0.858333	0.708333	0.858333	0.708333	0.000000	0.000000	0.000000	0.000000
0.840278	0.800000	0.791667	0.750000	0.975000	0.833333	0.875000	0.791667	0.791667	0.841667	0.658333	0.716667	0.000000	0.000000	0.000000
0.826389	0.783333	0.783333	0.808333	0.966667	0.900000	0.808333	0.808333	0.825000	0.808333	0.691667	0.633333	0.841667	0.000000	0.000000
0.812500	0.783333	0.808333	0.808333	0.966667	0.900000	0.850000	0.891667	0.875000	0.875000	0.766667	0.733333	0.850000	0.741667	0.000000
0.826389	0.808333	0.825000	0.808333	0.958333	0.900000	0.850000	0.883333	0.816667	0.875000	0.733333	0.766667	0.833333	0.766667	0.833333
