0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.180556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.194444	0.183333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.131944	0.066667	0.150000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.194444	0.183333	0.241667	0.225000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.187500	0.125000	0.266667	0.208333	0.225000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.222222	0.133333	0.116667	0.133333	0.225000	0.175000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.215278	0.183333	0.150000	0.100000	0.208333	0.208333	0.216667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.243056	0.250000	0.158333	0.150000	0.166667	0.250000	0.141667	0.125000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.277778	0.208333	0.233333	0.291667	0.191667	0.333333	0.175000	0.258333	0.183333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.243056	0.225000	0.158333	0.283333	0.200000	0.116667	0.116667	0.175000	0.275000	0.158333	0.000000	0.000000	0.000000	0.000000	0.000000
0.201389	0.208333	0.150000	0.366667	0.175000	0.200000	0.200000	0.208333	0.183333	0.208333	0.375000	0.000000	0.000000	0.000000	0.000000
0.201389	0.150000	0.175000	0.258333	0.175000	0.241667	0.141667	0.216667	0.241667	0.258333	0.291667	0.300000	0.000000	0.000000	0.000000
0.215278	0.166667	0.175000	0.233333	0.166667	0.166667	0.150000	0.241667	0.216667	0.183333	0.258333	0.275000	0.258333	0.000000	0.000000
0.256944	0.150000	0.158333	0.275000	0.125000	0.083333	0.183333	0.225000	0.208333	0.233333	0.400000	0.300000	0.233333	0.333333	0.000000
